Year,State_UT,Acetic_Anhydride_Kg,ATS_Kg,Anthralic_Acid_Kg,Cocaine_Kg,Codeine_Kg,Codeine_Litre,CBCS_Litre,Ephedrine_Kg,Fentanyl_HCL_Kg,Ganja_Kg,Hashish_Kg,Hashish_Oil_Kg,Heroin_Kg,Ketamine_Kg,Khat_Leaves_Kg,LSD_Blots,LSD_Kg,MDMA_Kg,Mephedrone_Kg,Mescaline_Kg,Mandrax_Kg,Morphine_Kg,Morphine_Litre,Opium_Kg,Phensidyl_No,Poppy_Husk_Straw_Kg,Injection_No,CBCS_Bottle,Tablets_Kg,Tablets_No,Total_Cases,Total_Arrested,Is_Total_Row,Total_Kg,Total_Litre,Total_Units,Border_State,Coastal_State,Arrest_Rate,Drug_Diversity,Total_Quantity,Growth_Rate,Risk_Index
2021,Arunachal Pradesh,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2623.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,258.0,462.0,False,2643.29,0.0,0.0,1,0,1.7906976744186047,5,2643.29,-0.08023007383797409,0.045362225336388715
2022,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3342.0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91,0.0,1.0,15.0,0.0,0.41,2500.0,299.0,541.0,False,3365.97,0.0,2515.0,1,0,1.8093645484949832,8,5880.969999999999,1.224867494675196,0.08863726219128662
2023,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.95,0.0,0.0,0.0,0.0,0.01,12.0,215.0,389.0,False,1671.03,0.0,12.0,1,0,1.8093023255813954,6,1683.03,-0.7138176185221146,0.05922274798923868
2024,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,385.0,False,2631.65,0.0,0.0,1,0,1.7342342342342343,4,2631.65,0.5636382001509184,0.030724794422178313
2018,Assam,0.0,0.12,0.0,0.35,0.0,0.0,0.0,0.0,0.0,12209.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,0.0,16.32,0.0,0.0,0.0,127376.0,19.3,3097275.0,491.0,727.0,False,12259.94,0.0,3224651.0,1,0,1.4806517311608962,9,3236910.94,0.0,0.12216180730484667
2019,Assam,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.0,0.0,0.0,25.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.35,0.0,28.98,0.0,1260.0,0.0,58015.0,58.94,1550628.0,847.0,1267.0,False,11362.66,0.0,1608643.0,1,0,1.4958677685950412,10,1620005.66,-0.4995210896967094,0.1312358471166533
2020,Assam,0.0,12.83,0.0,1.34,0.0,0.0,0.0,0.0,0.0,16485.0,0.0,0.0,27.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,16.48,0.0,0.0,700.0,106519.0,4.86,1454316.0,1010.0,1731.0,False,16548.19,0.0,1561535.0,1,0,1.7138613861386138,10,1578083.19,-0.025877977488053983,0.13260277003526577
2021,Assam,0.0,18.91,0.0,0.29,0.0,0.0,0.0,0.0,0.0,31662.0,0.0,0.0,63.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,8.12,73.35,0.0,3.0,0.0,238652.0,79.34,3131727.0,2310.0,3918.0,False,31904.3,8.12,3370379.0,1,0,1.6961038961038961,12,3402291.42,1.1559645534276304,0.18367599301175008
2022,Assam,0.0,31.99,0.0,0.02,0.0,0.0,0.0,0.0,0.0,67825.0,0.0,0.0,133.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.15,0.0,326.77,0.0,3.0,0.0,301882.0,0.56,5281488.0,2907.0,4753.0,False,68340.43,0.0,5583370.0,1,0,1.6350189198486411,10,5651710.43,0.6611482475537029,0.17302439093393868
2023,Assam,0.0,68.7,0.0,0.79,0.0,0.0,0.0,0.0,0.0,37273.0,0.01,0.0,162.33,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.5,0.0,159.17,0.0,8.0,0.0,580414.0,0.0,3673943.0,2923.0,4843.0,False,37703.5,0.0,4254357.0,1,0,1.6568593910366063,11,4292060.5,-0.24057317635786934,0.18015972667635835
2024,Assam,0.0,78.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,26217.0,0.0,0.0,186.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,158.0,0.0,0.0,0.0,231382.0,25.2,3668961.0,3350.0,5153.0,False,26684.460000000003,0.0,3900343.0,1,0,1.5382089552238807,9,3927027.46,-0.08504843769094117,0.15379764264769502
2018,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15868.0,268.23,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,5.5,0.0,43.0,199.0,5188.0,0.0,474.0,194.0,174.0,False,16189.03,0.0,5861.0,1,0,0.8969072164948454,9,22050.03,0.0,0.10198421021728628
2019,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8515.0,52.8,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,1573.0,0.0,1282.0,0.0,20.0,227.0,345.0,False,10152.06,0.0,1302.0,1,0,1.5198237885462555,7,11454.06,-0.48054220334394104,0.07367818917197475
2020,Bihar,0.0,0.01,0.0,0.0,5.94,0.0,0.0,0.0,0.0,16607.0,188.66,0.0,363.77,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,59.8,0.0,2387.0,20.0,17903.0,0.0,979.0,1655.0,1087.0,False,19613.0,0.0,18902.0,1,0,0.656797583081571,11,38515.0,2.3625631435491,0.14491541506052152
2021,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33603.0,395.12,0.0,9.62,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.79,0.0,35.71,0.0,1583.0,16392.0,65079.0,0.26,106184.0,1008.0,1518.0,False,35632.50000000001,0.0,187671.0,1,0,1.505952380952381,11,223303.5,4.797832013501234,0.1395884510886368
2022,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23023.0,150.31,0.0,31.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,2480.0,944.0,58259.0,2.0,52420.0,1176.0,1837.0,False,25725.24,0.0,111623.0,1,0,1.5620748299319729,9,137348.24,-0.38492571768915407,0.11219615696555175
2023,Bihar,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13129.0,129.89,0.0,27.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772.72,0.0,24379.0,32358.0,269038.0,0.0,123001.0,1358.0,1989.0,False,39438.95,0.0,424397.0,1,0,1.4646539027982326,9,463835.95,2.377079677176788,0.11572848715296968
2024,Bihar,0.95,1.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,18356.0,195.0,0.0,53.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,13.0,0.0,4793.0,63208.0,207405.0,0.02,50321.0,1276.0,1806.0,False,23416.65,0.0,320934.0,1,0,1.415360501567398,13,344350.65,-0.2576024993319297,0.17142824831329942
2018,Chandigarh,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,28.0,51.98,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,581.66,4386.0,26.0,0.0,11595.0,207.0,90.0,False,685.8299999999999,0.0,16007.0,0,0,0.43478260869565216,9,16692.83,0.0,0.1020824071713727
2019,Chandigarh,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.0,332.0,87.19,0.08,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,45.02,0.0,1471.0,0.0,600.0,0.0,146188.0,249.0,288.0,False,1939.27,0.0,146788.0,0,0,1.1566265060240963,11,148727.27,7.909649831694205,0.13177364322197196
2020,Chandigarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,57.79,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,0.0,8.0,917.0,578.0,0.0,61490.0,162.0,187.0,False,159.42,0.0,62985.0,0,0,1.154320987654321,8,63144.42,-0.5754348210654308,0.08760675307822523
2021,Chandigarh,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,135.0,87.4,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.0,535.0,505.0,182.0,0.0,17785.0,108.0,132.0,False,791.5,0.0,18472.0,0,0,1.2222222222222223,9,19263.5,-0.6949294965414204,0.10112917307217155
2022,Chandigarh,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,23.79,0.0,209.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,5.47,0.0,28.22,0.0,457.0,1723.0,0.0,0.0,16904.0,204.0,224.0,False,821.88,0.0,18627.0,0,0,1.0980392156862746,12,19448.88,0.00962338100552862,0.14492505635141328
2023,Chandigarh,0.0,0.21,0.0,0.07,0.0,0.0,0.0,0.0,0.0,93.0,10.09,0.0,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,0.0,2008.0,38.0,105.0,0.0,920.0,164.0,195.0,False,2138.96,0.0,1063.0,0,0,1.1890243902439024,10,3201.96,-0.8353653269494181,0.11587559115074
2024,Chandigarh,11375.04,0.0,3.12,0.13,0.0,0.0,0.0,0.0,0.0,40.0,13.0,0.0,6.2,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,61.0,0.0,55.0,357.0,1823.0,0.0,0.0,117.0,170.0,False,11553.72,0.0,2180.0,0,0,1.452991452991453,11,13733.72,3.2891603892615766,0.12975879848758792
2018,Chhattisgarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25964.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,7858.0,39841.0,0.0,127145.0,685.0,1036.0,False,25975.31,0.0,174844.0,0,0,1.5124087591240876,6,200819.31,0.0,0.06488393258567542
2019,Chhattisgarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22013.0,0.23,0.0,24.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,20947.0,0.0,98850.0,671.0,963.0,False,22048.35,0.0,119797.0,0,0,1.4351713859910582,6,141845.35,-0.29366677935503305,0.0644302560426805
2020,Chhattisgarh,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,36200.0,11.17,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.16,0.0,0.0,4934.0,21876.0,0.0,87942.0,839.0,1239.0,False,36532.75,0.0,114752.0,0,0,1.4767580452920144,8,151284.75,0.06654712332832902,0.09469346368451283
2021,Chhattisgarh,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,34602.0,1.59,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,2.0,7401.0,12561.0,0.0,392206.0,1068.0,1531.0,False,34607.16,0.0,412168.0,0,0,1.4335205992509363,9,446775.16000000003,1.9532068499964472,0.11280403464005725
2022,Chhattisgarh,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,28127.0,0.25,0.0,0.52,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,25498.0,16762.0,0.0,567946.0,1164.0,1756.0,False,28129.14,0.0,610206.0,0,0,1.5085910652920962,9,638335.14,0.42876148262137037,0.1147712095699614
2023,Chhattisgarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23712.0,0.66,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.1,0.0,54.0,31510.0,31775.0,0.0,264334.0,1340.0,1945.0,False,23769.82,0.0,327619.0,0,0,1.4514925373134329,9,351388.82,-0.44952298881744157,0.11494837663836457
2024,Chhattisgarh,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,25949.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6309.0,23963.0,9362.0,0.09,230650.0,1356.0,2085.0,False,32270.56,0.0,263975.0,0,0,1.5376106194690264,10,296245.56,-0.15692946633874127,0.12909404537391855
2020,Dadra and Nagar Haveli and Daman and Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,False,8.0,0.0,0.0,0,0,2.6,2,8.0,0.0,1.9573901387891005e-05
2021,Dadra and Nagar Haveli and Daman and Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,False,22.0,0.0,0.0,0,0,2.0,2,22.0,1.75,2.9417305260487467e-05
2022,Dadra and Nagar Haveli and Daman and Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,False,4.23,0.0,0.0,0,0,2.25,4,4.23,-0.8077272727272727,0.02858121404293007
2023,Dadra and Nagar Haveli and Daman and Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,False,8.0,0.0,0.0,0,0,2.5,2,8.0,0.8912529550827422,9.805732593934564e-06
2024,Dadra and Nagar Haveli and Daman and Diu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,False,2.0,0.0,0.0,0,0,5.0,2,2.0,-0.75,5.320194846687091e-09
2018,Goa,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,71.0,15.38,0.0,0.02,0.0,0.0,21.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.0,249.0,254.0,False,86.96999999999998,0.0,23.0,0,1,1.0200803212851406,10,109.96999999999998,0.0,0.11668926934745458
2019,Goa,0.0,0.77,0.0,1.93,0.0,0.0,0.0,0.07,0.0,76.0,10.14,0.0,0.07,0.0,0.0,2.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,218.0,236.0,False,92.13,0.0,2.0,0,1,1.0825688073394495,10,94.13,-0.14403928344093841,0.11638637099172439
2020,Goa,0.0,0.01,0.0,0.32,0.0,0.0,0.0,0.0,0.0,120.0,15.63,0.0,0.02,0.0,0.0,45.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,164.0,198.0,False,137.28000000000003,0.0,45.0,0,1,1.2073170731707317,10,182.28000000000003,0.9364708382024862,0.11585936358914946
2021,Goa,0.0,0.08,0.0,0.13,0.0,0.0,0.0,0.0,0.0,123.0,5.44,0.54,0.03,0.0,0.0,187.0,0.0,0.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,131.0,155.0,False,129.95999999999998,0.0,197.0,0,1,1.183206106870229,11,326.96,0.7937239411893786,0.1298235058047813
2022,Goa,0.0,0.05,0.0,0.33,0.0,0.0,0.0,0.0,0.0,222.0,7.72,3.16,0.39,0.0,0.0,0.0,0.1,1.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,160.0,194.0,False,234.79999999999995,0.0,107.0,0,1,1.2125,11,341.79999999999995,0.04538781502324429,0.13010686244898942
2023,Goa,0.0,0.32,0.0,1.3,0.0,0.0,0.0,0.0,0.0,165.0,7.05,1.41,0.05,0.24,0.0,2534.0,0.1,0.61,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,140.0,165.0,False,176.27000000000004,0.0,2535.0,0,1,1.1785714285714286,13,2711.27,6.932328847279112,0.15849566101902007
2024,Goa,0.0,4.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,259.0,11.0,0.06,0.07,0.02,0.0,1825.0,0.11,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,169.0,196.0,False,275.69,0.0,1825.0,0,1,1.1597633136094674,12,2100.69,-0.22520073618636283,0.14448994241227395
2018,Gujarat,0.0,1.52,0.0,1.72,0.0,0.0,0.0,0.0,0.0,6180.0,111.69,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1082.85,2889.0,45623.0,9.9,33250.0,169.0,239.0,False,7395.99,0.0,81762.0,1,1,1.4142011834319526,11,89157.99,0.0,0.1306720683280748
2019,Gujarat,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474.0,78.38,0.0,102.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.5,0.0,6318.0,0.0,1970.0,0.0,930.0,308.0,453.0,False,16647.05,0.0,2900.0,1,1,1.4707792207792207,8,19547.05,-0.7807594137104258,0.08879861632496801
2020,Gujarat,0.0,0.38,0.0,0.0,6112.0,0.0,0.0,0.0,0.0,7685.0,289.26,0.0,37.29,0.0,16.0,0.0,0.0,92.0,0.43,0.0,0.0,0.0,0.0,435.18,0.0,3539.0,0.0,9861.0,0.0,61558.0,326.0,495.0,False,18206.54,0.0,71419.0,1,1,1.51840490797546,12,89625.54000000001,3.5851184705620547,0.14649389769668983
2021,Gujarat,0.0,10.48,0.0,0.07,0.0,0.0,0.0,4.73,0.0,18182.0,145.53,0.0,3335.17,0.0,0.0,0.0,0.0,0.0,10.57,0.0,7.49,0.0,0.0,803.26,0.0,2281.0,914.0,883.0,0.0,37685.0,507.0,876.0,False,24780.3,0.0,39482.0,1,1,1.727810650887574,13,64262.3,-0.2829912098716505,0.16241135015086097
2022,Gujarat,0.0,223.78,0.0,53.97,0.0,0.0,91.1,0.0,0.0,12839.0,933.97,0.0,741.59,0.0,0.0,0.0,0.0,0.01,325.58,0.0,0.0,0.0,0.0,11.48,0.0,13120.0,0.0,8402.0,102.49,9444.0,516.0,849.0,False,28351.87,91.1,17846.0,1,1,1.6453488372093024,14,46288.97,-0.2796870015545663,0.1766883904624711
2023,Gujarat,0.0,60.81,0.0,87.13,0.0,0.0,0.0,479.0,0.0,12486.0,53.44,0.0,30.93,0.0,0.0,30.0,0.0,0.19,12.24,0.0,0.0,0.0,0.0,4.72,0.0,10460.0,258672.0,27089.0,615.98,617179.0,604.0,803.0,False,24290.44,0.0,902970.0,1,1,1.3294701986754967,15,927260.44,19.03199552722819,0.19656798630316352
2024,Gujarat,0.0,808.0,0.0,13.19,0.0,1.0,0.0,0.0,0.0,6574.0,3716.0,0.0,90.14,59.78,0.0,19.0,0.0,0.0,42.71,21.17,0.0,2.7,0.0,320.0,0.0,7920.0,0.0,16509.0,0.0,2884.0,623.0,903.0,False,19567.69,1.0,19412.0,1,1,1.449438202247191,16,38980.69,-0.95796144392831,0.20626573887774077
2018,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6139.0,346.84,0.0,33.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.75,0.0,9790.85,0.0,0.0,13.0,135337.0,2345.0,2892.0,False,16427.11,0.0,135337.0,0,0,1.2332622601279317,8,151764.11,0.0,0.10940690193730386
2019,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426.0,174.05,0.0,29.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.99,0.0,9828.0,0.0,360.0,4.33,970.0,2582.0,3229.0,False,15581.61,0.0,1330.0,0,0,1.250580945003873,8,16911.61,-0.8885664733249514,0.11099726948130702
2020,Haryana,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,9086.0,233.49,0.0,42.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.51,0.0,14745.0,0.0,0.0,0.0,936712.0,3008.0,4061.0,False,24342.08,0.0,936712.0,0,0,1.350066489361702,8,961054.08,55.82806545325962,0.12023226888594905
2021,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11478.0,143.35,0.0,28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.94,0.0,6902.0,0.0,0.0,0.0,1778289.0,2689.0,3400.0,False,18849.54,0.0,1778289.0,0,0,1.2644105615470436,7,1797138.54,0.8699660897334727,0.10732357161977138
2022,Haryana,0.0,0.0,0.0,0.01,0.0,0.0,0.0,661.75,0.0,13583.0,218.16,0.0,64.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.77,0.0,12938.0,0.0,0.0,52.74,727402.0,3820.0,5025.0,False,27865.35,0.0,727402.0,0,0,1.3154450261780104,10,755267.35,-0.5797389387687384,0.1556295661728081
2023,Haryana,0.0,0.0,0.0,30.66,0.0,0.0,0.0,0.0,0.0,6972.0,164.03,0.0,52.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.77,0.0,29318.0,0.0,0.0,0.0,554898.0,3718.0,4801.0,False,36871.3,0.0,554898.0,0,0,1.2912856374394837,8,591769.3,-0.21647705279461626,0.12518315662509655
2024,Haryana,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,9955.0,216.0,0.0,63.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,10925.0,0.0,0.0,0.0,612912.0,3062.0,4040.0,False,21414.980000000003,0.0,612912.0,0,0,1.3193990855649902,8,634326.98,0.07191599834597695,0.11900394006779944
2018,Himachal Pradesh,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,22.0,472.23,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,0.0,588.19,1218.0,17614.0,0.0,126964.0,1343.0,1714.0,False,1097.76,0.0,145796.0,0,0,1.2762472077438571,9,146893.76,0.0,0.11387873815041819
2019,Himachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,330.58,0.0,8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0,1357.0,0.0,9848.0,0.0,124091.0,1438.0,1931.0,False,1730.17,0.0,133939.0,0,0,1.342837273991655,7,135669.17,-0.0764129803743876,0.08617496540782232
2020,Himachal Pradesh,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,208.0,351.74,0.0,19.96,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.14,0.0,1741.0,125.0,930.0,0.0,156295.0,1440.0,1895.0,False,2346.85,0.0,157427.0,0,0,1.3159722222222223,10,159773.85,0.1776724955271709,0.1291811815644689
2021,Himachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,393.0,606.59,0.05,14.96,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81,0.0,2017.0,18.0,241.0,226.14,3082160.0,1537.0,2235.0,False,3298.55,1.4,3082474.0,0,0,1.454131424853611,13,3085773.95,18.313385450748044,0.18870996876574217
2022,Himachal Pradesh,0.0,0.0,0.0,0.01,5.7,0.0,0.0,0.0,0.0,163.0,362.1,0.0,11.41,0.0,0.0,1.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,34.55,0.0,19765.0,28.0,750.0,0.0,31736.0,1518.0,2215.0,False,20341.8,0.0,32515.0,0,0,1.4591567852437417,13,52856.8,-0.9828708126854204,0.17222567639516317
2023,Himachal Pradesh,0.0,0.0,0.0,0.01,0.0,0.0,1.8,0.0,0.0,226.0,330.86,0.0,14.71,0.0,0.0,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,44.57,0.0,752.0,24.0,1603.0,0.01,96715.0,2045.0,3004.0,False,1368.18,1.8,98343.0,0,0,1.4689486552567237,15,99712.98,0.8864740203720238,0.20619673194729415
2024,Himachal Pradesh,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,0.0,33.0,371.0,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,37.0,0.0,685.0,36.0,3807.0,5.26,53723.0,1634.0,2495.0,False,1142.31,0.3,57566.0,0,0,1.5269277845777234,13,58708.61,-0.4112239951107669,0.17339023121708613
2018,Jammu and Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,383.88,0.0,193.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,19386.62,3701.0,34127.0,0.0,83583.0,910.0,1285.0,False,20083.58,0.0,121411.0,0,0,1.4120879120879122,8,141494.58000000002,0.0,0.0953343919396088
2019,Jammu and Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,550.61,0.0,103.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,25062.0,0.0,44796.0,0.0,217814.0,1162.0,1700.0,False,25966.19,0.0,262610.0,0,0,1.4629948364888123,7,288576.19,1.0394858234145787,0.08430066308314113
2020,Jammu and Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,1342.0,927.74,0.0,159.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,23840.0,304.0,74845.0,0.0,400932.0,1198.0,1769.0,False,26270.63,2.85,476081.0,0,0,1.476627712854758,10,502354.48,0.7408036331756962,0.12865829047623123
2021,Jammu and Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,642.0,975.29,0.0,196.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,19206.0,1131.0,57732.0,0.0,172260.0,1543.0,2217.0,False,21022.51,4.0,231123.0,0,0,1.4368114063512638,10,252149.51,-0.4980645738443499,0.1306837236677124
