Year,State_UT,Acetic_Anhydride_Kg,ATS_Kg,Anthralic_Acid_Kg,Cocaine_Kg,Codeine_Kg,Codeine_Litre,CBCS_Litre,Ephedrine_Kg,Fentanyl_HCL_Kg,Ganja_Kg,Hashish_Kg,Hashish_Oil_Kg,Heroin_Kg,Ketamine_Kg,Khat_Leaves_Kg,LSD_Blots,LSD_Kg,MDMA_Kg,Mephedrone_Kg,Mescaline_Kg,Mandrax_Kg,Morphine_Kg,Morphine_Litre,Opium_Kg,Phensidyl_No,Poppy_Husk_Straw_Kg,Injection_No,CBCS_Bottle,Tablets_Kg,Tablets_No,Total_Cases,Total_Arrested,Is_Total_Row,Total_Kg,Total_Litre,Total_Units,Border_State,Coastal_State,Arrest_Rate,Drug_Diversity,Total_Quantity,Growth_Rate,Risk_Index
2022,Jammu and Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,573.84,0.0,239.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,3.24,0.0,17250.0,757.0,17635.0,0.0,257782.0,1857.0,2755.0,False,19344.93,0.0,276174.0,0,0,1.4835756596661283,9,295518.93,0.17199882720374893,0.11969827879285724
2023,Jammu and Kashmir,0.0,0.16,0.0,1.13,0.0,0.0,5.4,0.0,0.0,1033.0,345.43,0.0,187.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.07,0.0,8677.0,1340.0,8777.0,0.0,158712.0,2149.0,3072.0,False,10306.28,5.4,168829.0,0,0,1.429502093997208,12,179140.68,-0.3938097975652525,0.1647823178793133
2024,Jammu and Kashmir,0.0,3.0,0.0,0.0,0.0,56.4,0.0,0.0,0.0,1168.0,373.0,0.0,114.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3560.0,405.0,4992.0,0.55,155614.0,1539.0,2158.0,False,5220.61,56.4,161011.0,0,0,1.4022092267706303,12,166288.01,-0.07174623876609143,0.15875466551227244
2018,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.76,0.0,7921.57,2044.0,1055.0,0.0,1006.0,226.0,304.0,False,9916.44,0.0,4105.0,0,0,1.345132743362832,7,14021.44,0.0,0.07368221793433784
2019,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3632.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.29,0.0,13039.0,0.0,6502.0,0.0,4807.0,266.0,342.0,False,16957.72,0.0,11309.0,0,0,1.2857142857142858,6,28266.72,1.015964123513705,0.05986378359827988
2020,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7746.0,0.0,0.0,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.83,0.0,96196.0,12.0,26009.0,0.0,277638.0,411.0,550.0,False,104382.98,0.0,303659.0,0,0,1.338199513381995,7,408041.98,13.435420169018547,0.0776067696121257
2021,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10429.0,0.0,0.0,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.22,0.0,83314.0,22.0,159079.0,0.0,16280.0,618.0,966.0,False,94852.38,0.0,175381.0,0,0,1.5631067961165048,7,270233.38,-0.33773142655566957,0.07888820620545534
2022,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,6605.0,0.04,0.0,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.77,0.0,25179.0,54.0,4156.0,0.0,140317.0,446.0,648.0,False,31993.02,26.0,144527.0,0,0,1.452914798206278,10,176546.02,-0.3466905531803659,0.11956175432105574
2023,Jharkhand,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4604.0,0.22,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.26,0.0,53715.0,132.0,6745.0,0.0,4711.0,535.0,789.0,False,58676.04,0.0,11588.0,0,0,1.4747663551401868,9,70264.04000000001,-0.6020072273506929,0.10557425469273263
2024,Jharkhand,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,6618.0,0.0,0.0,12.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2116.0,0.0,67971.0,4131.0,36834.0,0.0,35554.0,800.0,1062.0,False,76717.15,14.1,76519.0,0,0,1.3275,10,153250.25,1.181062318648344,0.12289449613926419
2018,Karnataka,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,1951.0,1.18,0.0,0.0,11.75,0.0,106.0,0.0,0.09,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,26.0,158.0,314.0,False,1979.04,0.0,283.0,0,1,1.9873417721518987,9,2262.04,0.0,0.10152621678471972
2019,Karnataka,0.0,1.81,0.0,0.83,0.0,0.0,0.0,0.0,0.0,3522.0,24.88,2.85,0.14,52.31,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,5100.0,737.0,1732.0,False,3607.69,0.0,5100.0,0,1,2.350067842605156,11,8707.69,2.8494854202401374,0.13578805358539112
2020,Karnataka,0.0,0.89,0.0,3.11,0.0,0.0,0.0,6.87,0.0,21625.0,29.05,3.0,3.05,0.24,0.0,5977.0,0.0,1.15,0.0,0.0,0.7,0.0,0.0,7.26,0.0,0.0,0.0,200.0,0.0,7375.0,3682.0,5841.0,False,21680.32,0.0,13552.0,0,1,1.5863661053775122,14,35232.32,3.046115559924618,0.2075549951546911
2021,Karnataka,0.0,5.38,0.0,2.51,0.0,0.0,0.0,0.0,0.0,9382.0,9.82,56.94,24.12,0.0,0.0,1477.0,0.0,29.96,0.0,0.0,0.05,0.21,0.0,15.56,0.0,38.0,0.0,62.0,91.58,300.0,5349.0,6834.0,False,9656.129999999996,0.0,1839.0,0,1,1.277621985417835,15,11495.129999999996,-0.6737333788975578,0.23799668472236885
2022,Karnataka,277.15,5.95,0.0,8.33,0.0,0.0,0.0,20.04,0.0,8279.0,17.99,20.21,49.82,0.0,0.0,10.0,0.18,46.27,0.0,0.0,4.9,0.0,0.0,12.55,0.0,8.0,0.0,36.0,0.45,2000.0,5076.0,6884.0,False,8750.839999999998,0.0,2046.0,0,1,1.3561859732072499,17,10796.839999999998,-0.060746594427379064,0.2638976506471823
2023,Karnataka,0.0,1.78,0.0,19.6,0.0,0.0,1.7,0.0,0.0,10506.0,3.53,11.71,0.36,1.4,0.0,572.0,0.12,60.67,1.87,0.0,0.39,0.01,0.0,27.29,0.0,128.0,0.0,0.0,45.82,11050.0,2738.0,3843.0,False,10808.55,1.7,11622.0,0,1,1.4035792549306063,20,22432.25,1.077668095479789,0.2839793427896112
2024,Karnataka,0.0,7.0,0.0,13.53,0.0,99.3,0.0,0.0,0.0,9619.0,66.0,10.64,50.56,0.0,0.0,61.0,0.02,51.52,0.0,0.0,0.18,0.0,0.0,19.0,0.0,68.0,0.0,0.0,0.17,0.0,1544.0,2420.0,False,9905.62,99.3,61.0,0,1,1.567357512953368,16,10065.92,-0.551274615787538,0.21510683626591695
2018,Kerala,0.0,2.18,0.0,9.91,0.0,0.0,0.0,0.0,0.0,1666.0,41.41,19.41,0.07,0.0,0.0,199.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.2,17981.0,8834.0,9862.0,False,1741.14,0.0,18224.0,0,1,1.1163685759565316,12,19965.14,0.0,0.22922712739052156
2019,Kerala,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.0,9.55,1.22,0.3,0.0,0.0,65.0,0.0,6.34,0.0,0.0,0.0,0.0,0.0,0.08,0.0,3.0,0.0,0.0,1.36,6560.0,9744.0,11009.0,False,2095.4200000000005,0.0,6625.0,0,1,1.1298234811165846,12,8720.42,-0.5632176884309351,0.238055732607773
2020,Kerala,0.0,0.46,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3079.0,2.65,3.62,0.07,0.0,0.0,62.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,10.51,1636.0,5154.0,6025.0,False,3097.0200000000004,0.0,1719.0,0,1,1.1689949553744665,12,4816.02,-0.44773072856582596,0.19319885585486707
2021,Kerala,0.0,0.28,0.0,0.53,0.0,0.0,0.0,17.26,0.0,4568.0,6.89,9.98,344.93,0.0,0.0,831.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,647.0,6032.0,7271.0,False,4953.04,0.0,1478.0,0,1,1.2054045092838197,12,6431.04,0.33534329176373845,0.20178398706715406
2022,Kerala,0.0,2.5,0.0,0.02,0.0,0.0,0.0,2.48,0.0,3729.0,2.3,6.23,441.57,0.0,0.0,658.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,280.0,0.0,0.13,838.0,26918.0,29527.0,False,4191.930000000001,0.0,1776.0,0,1,1.0969239913812319,14,5967.930000000001,-0.07201168084788756,0.43437090034513426
2023,Kerala,0.0,2526.89,0.0,3.55,0.0,0.0,0.0,0.0,0.0,3098.0,1.86,5.5,2.32,0.0,0.0,770.0,0.06,16.33,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,2.02,730.0,30715.0,33191.0,False,5656.550000000001,0.0,1500.0,0,1,1.0806120787888653,14,7156.550000000001,0.19916788568230515,0.4714670248214421
2024,Kerala,0.0,2.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,4482.0,2.0,10.39,2.06,0.0,0.0,924.0,0.0,24.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13762.0,19.0,0.0,0.0,821.0,27701.0,29755.0,False,18284.730000000003,0.0,1764.0,0,1,1.074148947691419,12,20048.730000000003,1.8014518168670657,0.4135236172332566
2021,Ladakh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,False,1.09,0.0,0.0,1,0,1.6,2,1.09,0.0,1.9536767502647964e-05
2022,Ladakh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,3.0,3.0,False,2.0,0.0,1450.0,1,0,1.0,3,1452.0,1331.1100917431193,0.014293511809802291
2023,Lakshadweep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,False,1.01,0.0,0.0,0,0,1.2,3,1.01,0.0,0.014305250622621926
2018,Madhya Pradesh,65.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,7719.0,7.12,0.0,19.93,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,2.11,0.0,153.45,0.0,30529.77,6705.0,537569.0,0.5,816100.0,1973.0,2618.0,False,38508.42,0.0,1360374.0,0,0,1.3269133299543843,13,1398882.42,0.0,0.18390364629442627
2019,Madhya Pradesh,196.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,9.85,0.0,14.72,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.65,0.0,325.49,0.0,43076.0,0.0,96157.0,0.0,2565405.0,3511.0,4287.0,False,55036.75,0.0,2661562.0,0,0,1.2210196525206494,11,2716598.75,0.9419779040471465,0.17743698216609097
2020,Madhya Pradesh,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20256.0,2.95,0.0,13.89,0.0,0.0,0.0,0.0,1.74,0.09,0.0,0.0,0.0,0.0,516.97,0.0,56669.0,1959.0,127709.0,2.0,7122856.0,3370.0,4460.0,False,77462.65,0.0,7252524.0,0,0,1.3234421364985163,12,7329986.65,1.6982220506432908,0.21513742761213528
2021,Madhya Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,68.64,0.0,0.0,33797.0,15.0,0.0,21.39,0.0,0.0,0.0,0.0,72.33,0.21,0.0,0.0,0.0,0.0,189.23,0.0,78085.0,897.0,73830.0,9.45,391613.0,4017.0,5500.0,False,112189.61,68.64,466340.0,0,0,1.3691809808314663,13,578598.25,-0.9210642150350983,0.19946163016376514
2022,Madhya Pradesh,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24546.0,11.48,0.0,49.53,0.0,0.0,0.0,0.0,6.29,3.52,0.0,0.0,0.28,0.0,235.84,0.0,66927.0,20.0,94430.0,218.33,58283.0,4836.0,6082.0,False,92050.27,0.0,152733.0,0,0,1.2576509511993383,13,244783.27000000002,-0.5769374172839271,0.20566786067233572
2023,Madhya Pradesh,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16421.0,125.82,0.0,36.1,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,671.19,0.0,114262.0,394.0,74720.0,0.56,193619.0,6537.0,4969.0,False,131559.31,0.0,268733.0,0,0,0.7601346183264495,11,400292.31,0.6352927632676857,0.1945477825674758
2024,Madhya Pradesh,101.12,3.0,0.0,0.05,0.0,10.62,0.0,0.0,0.0,15473.0,71.0,0.25,22.57,0.0,0.0,0.0,0.0,0.11,1079.13,0.0,0.0,0.0,0.0,261.0,0.0,129958.0,18511.0,26153.0,6.32,281449.0,4351.0,5489.0,False,146975.55000000002,10.62,326113.0,0,0,1.261549069179499,17,473099.17000000004,0.1818842335492281,0.2593001105682077
2018,Maharashtra,0.0,23.57,0.0,7.1,0.0,0.0,0.0,24.13,0.0,28943.0,95.6,0.0,13.16,0.0,239.91,138.0,0.0,0.06,103.55,0.0,2.29,0.0,0.0,473.27,0.0,70.75,0.0,10949.0,0.0,233794.0,778.0,1061.0,False,29996.39,0.0,244881.0,0,1,1.3637532133676094,15,274877.39,0.0,0.19476178409687153
2019,Maharashtra,0.0,8.1,0.0,30.31,0.0,0.0,0.0,108.03,0.0,9912.0,66.9,0.0,3.54,0.65,9.0,16636.0,0.0,3.79,43.14,0.0,25.34,75.74,0.0,634.45,0.0,0.0,0.0,18085.0,0.05,30303.0,1196.0,1565.0,False,10921.04,0.0,65024.0,0,1,1.3085284280936456,17,75945.04000000001,-0.7237130343823477,0.22634725786593524
2020,Maharashtra,0.0,4.23,0.0,6.3,0.0,0.0,0.0,49.85,0.0,26282.0,128.7,0.02,9.69,0.01,0.0,46.0,0.0,0.98,3.01,0.0,0.09,0.0,0.0,533.21,0.0,0.0,0.0,9449.0,0.0,2142853.0,967.0,1349.0,False,27018.09,0.0,2152348.0,0,1,1.3950361944157188,15,2179366.09,27.696621793865663,0.2068425649356099
2021,Maharashtra,0.0,5.96,0.0,17.37,0.02,0.0,252.15,16.79,0.0,31012.0,183.16,0.0,433.63,1.13,0.0,2928.0,0.0,6.86,66.46,0.0,4.54,0.02,0.0,44.87,0.0,203.0,0.0,14685.0,13.6,112704.0,3133.0,4016.0,False,32009.41,252.15,130317.0,0,1,1.2818384934567508,20,162578.56,-0.9254009866694769,0.2885909065099353
2022,Maharashtra,0.0,206.01,0.0,89.28,0.0,0.0,444.5,4.62,0.0,15994.0,67.55,0.0,163.37,1.87,0.0,167.0,2.79,0.11,2506.96,0.04,30.33,0.1,0.0,5.88,0.0,21564.0,0.0,88198.0,19.37,23772.0,12786.0,11400.0,False,40656.280000000006,444.5,112137.0,0,1,0.8916001877053027,21,153237.78,-0.05745394718713215,0.3971185574260409
2023,Maharashtra,0.0,10.79,0.0,71.46,0.0,0.0,2767.34,53.75,0.0,18663.0,368.93,2.04,48.87,20.04,33.01,121.0,0.55,5.45,653.99,0.0,5.92,0.41,0.0,12.64,0.0,696.0,95.0,39616.0,381.95,303978.0,15561.0,14372.0,False,21028.8,2767.34,343810.0,0,1,0.9235910288541868,23,367606.14,1.3989262961131388,0.4539486558580904
2024,Maharashtra,0.0,4.0,0.0,37.12,0.0,20103.81,0.0,12.45,0.0,55351.0,83.0,0.65,5.44,0.0,0.0,10.0,0.95,0.05,2177.49,0.0,8.74,136.01,0.0,172.0,0.0,157.0,0.0,14433.0,0.0,127051.0,14553.0,14135.0,False,58145.9,20103.81,141494.0,0,1,0.9712773998488284,19,219743.71000000002,-0.4022305775414958,0.3861648816058637
2018,Manipur,0.0,30.87,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2970.0,0.0,0.0,47.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.49,0.0,0.0,4832.0,4817.0,8.34,1460267.0,329.0,494.0,False,3374.84,0.0,1469916.0,1,0,1.5015197568389058,9,1473290.84,0.0,0.11110178560918152
2019,Manipur,0.0,113.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,746.62,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,235.15,0.0,2100.0,0.0,2507.0,108.05,7129088.0,275.0,422.0,False,3369.7300000000005,0.0,7131595.0,1,0,1.5345454545454544,10,7134964.73,3.842875918511785,0.15528548166136297
2020,Manipur,0.0,213.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,701.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,196.45,0.0,0.0,295.0,23517.0,61.42,1876402.0,257.0,381.0,False,1312.1,684.0,1900214.0,1,0,1.482490272373541,10,1902210.1,-0.7333960051684796,0.12698917561650203
2021,Manipur,0.0,31.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,0.0,0.0,213.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,26.5,819.17,0.0,202.0,0.0,6262.0,29.86,998592.0,325.0,417.0,False,2680.07,26.5,1004854.0,1,0,1.283076923076923,11,1007560.57,-0.4703210912401318,0.13713133768346747
2022,Manipur,0.0,254.55,0.0,0.0,0.0,0.0,0.0,118.0,0.0,5136.0,0.0,0.0,629.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.7,0.0,3250.0,0.0,39952.0,328.51,490451.0,503.0,643.0,False,10232.26,0.0,530403.0,1,0,1.2783300198807157,9,540635.26,-0.46342157871461753,0.10778941727180473
2023,Manipur,0.0,15.72,0.0,0.0,0.0,0.0,0.0,143.68,0.0,491.0,0.0,0.0,183.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,124.44,0.0,0.0,0.0,12360.0,113.48,15541.0,269.0,354.0,False,1072.26,0.0,27901.0,1,0,1.3159851301115242,9,28973.26,-0.9464088598290833,0.10275402785922537
2024,Manipur,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,22.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,195.0,46.78,0.0,87.0,114.0,False,268.1,0.0,195.0,1,0,1.3103448275862069,6,463.1,-0.9840162964057203,0.05796586656007759
2018,Meghalaya,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,92796.0,79.0,152.0,False,2266.83,0.0,94266.0,1,0,1.9240506329113924,5,96532.83,0.0,0.04411827933122588
2019,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,104.0,19.11,32001.0,92.0,159.0,False,1247.75,0.0,32105.0,1,0,1.7282608695652173,6,33352.75,-0.6544931915908816,0.05819145421863257
2020,Meghalaya,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0.0,0.0,109.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,40.42,8025.0,78.0,120.0,False,1094.9,0.0,8284.0,1,0,1.5384615384615385,6,9378.9,-0.7187968008634971,0.05792586596337046
2021,Meghalaya,0.0,12.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,192.0,683.0,9.08,18948.0,73.0,117.0,False,2292.9,0.0,19823.0,1,0,1.6027397260273972,8,22115.9,1.3580483852050884,0.08651690148922855
2022,Meghalaya,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,3443.0,0.0,14672.0,118.0,243.0,False,5052.760000000001,0.0,18115.0,1,0,2.059322033898305,6,23167.760000000002,0.04756125683331902,0.05839069314130416
2023,Meghalaya,0.0,17.03,0.0,0.0,0.0,0.0,43.2,0.0,0.0,1448.0,0.0,0.0,20.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67076.0,0.0,32847.0,185.0,349.0,False,1485.9,43.2,99923.0,1,0,1.8864864864864865,7,101452.1,3.3790206735567008,0.0737515696266891
2024,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5439.0,0.0,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5339.0,0.0,0.0,10.0,13.54,6896.0,98.0,168.0,False,5458.67,0.0,12245.0,1,0,1.7142857142857142,6,17703.67,-0.8254972543693033,0.0581659661053646
2018,Mizoram,0.0,134.74,0.0,0.0,0.03,0.0,0.0,123.0,0.0,277.0,0.0,0.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.63,0.0,0.0,0.0,5407.0,0.0,56059.0,670.0,856.0,False,555.1999999999999,0.0,61466.0,1,0,1.2776119402985076,9,62021.2,0.0,0.1068486610002298
2019,Mizoram,0.0,85.9,0.0,0.0,0.0,0.0,0.0,344.69,0.0,392.0,0.0,0.0,23.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,28458.0,0.0,925180.0,920.0,1244.0,False,848.55,0.0,953638.0,1,0,1.3521739130434782,7,954486.55,14.38968207645128,0.08551532468513251
2020,Mizoram,0.0,594.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,20.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1633.0,0.0,6151.0,522.0,707.0,False,739.77,0.0,7784.0,1,0,1.3544061302681993,6,8523.77,-0.9910697851111678,0.06225833749554445
2021,Mizoram,0.0,166.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,34.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.0,0.0,7554.0,534.0,714.0,False,522.57,0.0,9347.0,1,0,1.3370786516853932,5,9869.57,0.15788788294381462,0.04809707347666889
2022,Mizoram,0.0,332.3,0.0,0.0,0.0,0.0,100.8,59.33,0.0,306.0,0.0,0.0,81.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.04,0.0,781.0,1129.0,False,780.4699999999999,100.8,0.0,1,0,1.4455825864276568,9,881.2699999999999,-0.9107083692602616,0.10760436577624502
2023,Mizoram,0.0,276.65,0.0,0.0,1.1,0.0,253.3,216.66,0.0,287.0,0.0,0.0,145.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,99.0,1.74,0.0,982.0,1458.0,False,933.42,253.3,99.0,1,0,1.4847250509164969,10,1285.72,0.45893993895174034,0.12385565547654687
2024,Mizoram,0.0,849.0,0.0,0.0,0.0,204.23,0.0,0.0,0.0,742.0,0.0,0.0,134.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1.93,0.0,866.0,1187.0,False,1727.23,204.23,418.0,1,0,1.3706697459584296,7,2349.46,0.8273496562237501,0.07987112151009962
2018,Nagaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3033.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,8029.0,0.0,370176.0,77.0,96.0,False,3039.84,0.0,378205.0,1,0,1.2467532467532467,5,381244.84,0.0,0.04562876659807426
2019,Nagaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.0,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.8,0.0,3430.0,0.0,20573.0,0.0,644453.0,151.0,183.0,False,5842.1900000000005,0.0,665026.0,1,0,1.2119205298013245,6,670868.19,0.759678085085689,0.062193742196235045
2020,Nagaland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,6136.0,871.0,0.0,56012.0,75.0,54.0,False,889.12,0.0,63019.0,1,0,0.72,6,63908.12,-0.9047381870945468,0.0581895978966228
2021,Nagaland,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,0.0,0.0,70.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.72,0.0,0.0,0.0,2457.0,0.0,150060.0,147.0,201.0,False,2106.14,0.0,152517.0,1,0,1.3673469387755102,6,154623.14,1.4194599997621586,0.05938040259718273
2022,Nagaland,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2418.0,0.0,0.0,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.75,0.0,0.0,0.0,4524.0,0.0,437900.0,211.0,291.0,False,2527.48,0.0,442424.0,1,0,1.3791469194312795,6,444951.48,1.8776513010924494,0.061565770792233535
2023,Nagaland,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,0.0,0.0,49.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26,0.0,0.0,0.0,8898.0,0.0,119906.0,343.0,492.0,False,1260.25,0.0,128804.0,1,0,1.434402332361516,6,130064.25,-0.7076889147553795,0.061162985822193795
2024,Nagaland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,16.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,6193.0,28467.0,0.0,282403.0,169.0,289.0,False,606.56,0.0,317063.0,1,0,1.7100591715976332,7,317669.56,1.442404888353256,0.07475721732644619
